0.75
0.92
1.13
1.3
1.51
1.59
1.76
1.93
2.39
2.52
2.69
2.69
2.69
2.73
2.73
2.9
3.15
4.03
4.36
4.53
4.7
4.78
5.49
5.53
5.53
5.57
5.61
5.74
5.78
5.86
5.99
